"Plot2"
"Time (sec)","Linear Displacement2 (meter)"
0,-0.839569329261233
0.0399006622516556,-0.839560871148213
0.0798013245033113,-0.839569412931169
0.119701986754967,-0.83959455504406
0.159602649006623,-0.839635249961338
0.199503311258278,-0.839689816714748
0.239403973509934,-0.839755967950993
0.279304635761589,-0.839830849080696
0.319205298013245,-0.839911088558548
0.359105960264901,-0.839992857878589
0.399006622516556,-0.840071939503937
0.438907284768212,-0.840143800703539
0.478807947019867,-0.840203671153323
0.518708609271523,-0.840246622174952
0.558609271523179,-0.840267645618808
0.598509933774834,-0.840261730625442
0.63841059602649,-0.840223936791918
0.678311258278146,-0.840149462594863
0.718211920529801,-0.840033708251212
0.758112582781457,-0.839872332505631
0.798013245033113,-0.839661303102112
0.837913907284768,-0.839396940914506
0.877814569536424,-0.839075957871467
0.91771523178808,-0.838695488915499
0.957615894039735,-0.838253118287231
0.997516556291391,-0.837746900431188
1.03741721854305,-0.837175375785538
1.0773178807947,-0.836537581653331
1.11721854304636,-0.835833058263571
1.15711920529801,-0.835061850023183
1.19701986754967,-0.834224501840103
1.23692052980132,-0.833322050266914
1.27682119205298,-0.832356009075594
1.31672185430464,-0.83132834872827
1.35662251655629,-0.830241469056427
1.39652317880795,-0.829098164301462
1.4364238410596,-0.82790157950188
1.47632450331126,-0.826655157036012
1.51622516556291,-0.82536257194301
1.55612582781457,-0.824027654448971
1.59602649006622,-0.822654297920038
1.63592715231788,-0.821246350252333
1.67582781456954,-0.819807486493867
1.71572847682119,-0.818341060283051
1.75562913907285,-0.816849931493071
1.7955298013245,-0.815336267307088
1.83543046357616,-0.813801313838817
1.87533112582781,-0.812245135388088
1.91523178807947,-0.810666318524312
1.95513245033112,-0.80906163847964
1.99503311258278,-0.807425685882767
2.03493377483444,-0.805750452770543
2.07483443708609,-0.804024878199957
2.11473509933775,-0.802234355800095
2.1546357615894,-0.800360208437459
2.19453642384106,-0.798379139039481
2.23443708609271,-0.79626267178492
2.27433774834437,-0.793976604611505
2.31423841059602,-0.791480502615748
2.35413907284768,-0.788727272737743
2.39403973509934,-0.785662873430151
2.43394039735099,-0.782226229067353
2.47384105960265,-0.778349437883034
2.5137417218543,-0.773958384460833
2.55364238410596,-0.76897389360962
2.59354304635761,-0.763313592649995
2.63344370860927,-0.756894685604635
2.67334437086092,-0.749637889528623
2.71324503311258,-0.741472847942258
2.75314569536424,-0.732345432208972
2.79304635761589,-0.722227487693281
2.83294701986755,-0.711129795878829
2.8728476821192,-0.699119295758019
2.91274834437086,-0.6863418138256
2.95264900662251,-0.673051248368146
2.99254966887417,-0.659644186919459
3.03245033112582,-0.646693049719048
3.07235099337748,-0.634958470096718
3.11225165562914,-0.625344819188549
3.15215231788079,-0.618758869997665
3.19205298013245,-0.615874064111297
3.2319536423841,-0.616896652126097
3.27185430463576,-0.621487181688655
3.31175496688741,-0.628902978481208
3.35165562913907,-0.638259853165128
3.39155629139072,-0.648752681198258
3.43145695364238,-0.659758571061954
3.47135761589404,-0.67084390380497
3.51125827814569,-0.681727431169376
3.55115894039735,-0.692236384458277
3.591059602649,-0.70227076781615
3.63096026490066,-0.711778293443712
3.67086092715231,-0.720737847315795
3.71076158940397,-0.72914875086915
3.75066225165562,-0.737023698212171
3.79056291390728,-0.744383981958403
3.83046357615894,-0.751256167049646
3.87036423841059,-0.757669717476479
3.91026490066225,-0.763655282562549
3.9501655629139,-0.769243462480704
3.99006622516556,-0.7744639350499
4.02996688741721,-0.77934486079915
4.06986754966887,-0.783912503859625
4.10976821192053,-0.78819101945784
4.14966887417218,-0.792202368202429
4.18956953642384,-0.795966324717996
4.22947019867549,-0.799500554279816
4.26937086092715,-0.802820736292237
4.3092715231788,-0.805940717884641
4.34917218543046,-0.808872684650358
4.38907284768211,-0.811627338684816
4.42897350993377,-0.814214076648177
4.46887417218543,-0.816641162648184
4.50877483443708,-0.818915892377166
4.54867549668874,-0.821044746208976
4.58857615894039,-0.823033529929194
4.62847682119205,-0.824887502491611
4.6683774834437,-0.826611490715452
4.70827814569536,-0.828209991203085
4.74817880794701,-0.829687260002461
4.78807947019867,-0.8310473906909
4.82798013245033,-0.832294381640293
4.86788079470198,-0.833432193256402
4.90778145695364,-0.834464795981048
4.94768211920529,-0.835396209816309
4.98758278145695,-0.836230536082716
5.0274834437086,-0.836971982064863
5.06738410596026,-0.837624879132453
5.10728476821191,-0.838193694855844
5.14718543046357,-0.83868303956515
5.18708609271523,-0.839097667732793
5.22698675496688,-0.839442474492677
5.26688741721854,-0.839722487546352
5.30678807947019,-0.8399428546492
5.34668874172185,-0.840108826819522
5.3865894039735,-0.840225737372572
5.42649006622516,-0.84029897685252
5.46639072847681,-0.840333963920967
5.50629139072847,-0.840336112264261
5.54619205298013,-0.840310793607051
5.58609271523178,-0.840263296969727
5.62599337748344,-0.840198784385749
5.66589403973509,-0.840122243403517
5.70579470198675,-0.840038436836806
