"Plot1"
"Time (sec)","Linear Displacement1 (meter)"
0,-0.42330428714476
0.0399006622516556,-0.41508679720264
0.0798013245033113,-0.406814691337188
0.119701986754967,-0.398491276608619
0.159602649006623,-0.39012005263432
0.199503311258278,-0.38170475661782
0.239403973509934,-0.373249405559126
0.279304635761589,-0.364758335176809
0.319205298013245,-0.356236235165548
0.359105960264901,-0.347688180521079
0.399006622516556,-0.339119658782048
0.438907284768212,-0.330536593158846
0.478807947019867,-0.321945361636827
0.518708609271523,-0.313352812249452
0.558609271523179,-0.304766274810884
0.598509933774834,-0.296193569473474
0.63841059602649,-0.287643012531162
0.678311258278146,-0.279123419923991
0.718211920529801,-0.270644108912192
0.758112582781457,-0.262214898382227
0.798013245033113,-0.253846108224202
0.837913907284768,-0.245548558183178
0.877814569536424,-0.237333566539384
0.91771523178808,-0.229212948917345
0.957615894039735,-0.221199017464305
0.997516556291391,-0.213304580576451
1.03741721854305,-0.205542943289223
1.0773178807947,-0.197927908386423
1.11721854304636,-0.190473778222624
1.15711920529801,-0.183195357194275
1.19701986754967,-0.176107954736441
1.23692052980132,-0.169227388663037
1.27682119205298,-0.162569988607359
1.31672185430464,-0.156152599254759
1.35662251655629,-0.149992582988366
1.39652317880795,-0.144107821489612
1.4364238410596,-0.138516715745384
1.47632450331126,-0.133238183810548
1.51622516556291,-0.128291655555594
1.55612582781457,-0.12369706349195
1.59602649006622,-0.119474828609595
1.63592715231788,-0.115645839980943
1.67582781456954,-0.112231426680151
1.71572847682119,-0.109253320337136
1.75562913907285,-0.106733606391224
1.7955298013245,-0.104694661832632
1.83543046357616,-0.10315907692529
1.87533112582781,-0.102149558099806
1.91523178807947,-0.101688808902407
1.95513245033112,-0.101799385602281
1.99503311258278,-0.102503523820652
2.03493377483444,-0.103822932383842
2.07483443708609,-0.10577855056435
2.11473509933775,-0.108390265016144
2.1546357615894,-0.111676583105485
2.19453642384106,-0.115654260075093
2.23443708609271,-0.120337878662149
2.27433774834437,-0.125739381538553
2.31423841059602,-0.131867559383731
2.35413907284768,-0.138727500664746
2.39403973509934,-0.146320013397953
2.43394039735099,-0.154641034372459
2.47384105960265,-0.163681047521991
2.5137417218543,-0.173424540204857
2.55364238410596,-0.183849533765189
2.59354304635761,-0.19492723230446
2.63344370860927,-0.206621840134096
2.67334437086092,-0.218890602513129
2.71324503311258,-0.231684124123398
2.75314569536424,-0.244947012985149
2.79304635761589,-0.258618881624358
2.83294701986755,-0.272635709969231
2.8728476821192,-0.286931534458596
2.91274834437086,-0.301440376296835
2.95264900662251,-0.316098263622741
2.99254966887417,-0.330845147604339
3.03245033112582,-0.345626476351918
3.07235099337748,-0.360394191151164
3.11225165562914,-0.375106962182773
3.15215231788079,-0.389729589840609
3.19205298013245,-0.404231648310923
3.2319536423841,-0.418585604797655
3.27185430463576,-0.432764763223479
3.31175496688741,-0.446741414519567
3.35165562913907,-0.460485512383625
3.39155629139072,-0.473964054878022
3.43145695364238,-0.487141186378915
3.47135761589404,-0.49997889346928
3.51125827814569,-0.512438086876027
3.55115894039735,-0.524479846248257
3.591059602649,-0.536066639450475
3.63096026490066,-0.547163387471239
3.67086092715231,-0.557738307121965
3.71076158940397,-0.567763512569358
3.75066225165562,-0.577215388833841
3.79056291390728,-0.586074767316624
3.83046357615894,-0.59432693944723
3.87036423841059,-0.601961544062093
3.91026490066225,-0.608972360484495
3.9501655629139,-0.615357034571061
3.99006622516556,-0.621116760306578
4.02996688741721,-0.626255935308747
4.06986754966887,-0.630781804949933
4.10976821192053,-0.634704106675692
4.14966887417218,-0.638034723426312
4.18956953642384,-0.640787352782421
4.22947019867549,-0.642977196512055
4.26937086092715,-0.644620673562179
4.3092715231788,-0.645735158187968
4.34917218543046,-0.646338743825327
4.38907284768211,-0.646450032462052
4.42897350993377,-0.646087948624454
4.46887417218543,-0.645271576640862
4.50877483443708,-0.644020019542746
4.54867549668874,-0.642352277790119
4.58857615894039,-0.640287145934572
4.62847682119205,-0.637843125337196
4.6683774834437,-0.635038351119708
4.70827814569536,-0.631890531628167
4.74817880794701,-0.628416898815946
4.78807947019867,-0.624634168095213
4.82798013245033,-0.620558506355509
4.86788079470198,-0.616205506998081
4.90778145695364,-0.611590170980779
4.94768211920529,-0.606726893007728
4.98758278145695,-0.60162945212868
5.0274834437086,-0.596311006133931
5.06738410596026,-0.590784089241558
